county_name,precinct_name,yes_votes,no_votes
St. Louis City,W 17 P 06,826,128
St. Louis City,W 17 P 07,6,0
St. Louis City,W 17 P 08,620,127
St. Louis City,W 18 P 01,786,151
St. Louis City,W 18 P 02,418,122
St. Louis City,W 18 P 03,95,22
St. Louis City,W 18 P 04,342,114
St. Louis City,W 18 P 05,380,107
St. Louis City,W 18 P 06,362,117
St. Louis City,W 19 P 01,588,145
St. Louis City,W 19 P 02,38,10
St. Louis City,W 19 P 03,122,49
St. Louis City,W 19 P 04,332,89
St. Louis City,W 19 P 05,402,75
St. Louis City,W 19 P 06,414,112
St. Louis City,W 19 P 07,89,22
St. Louis City,W 19 P 08,237,74
St. Louis City,W 19 P 09,208,68
St. Louis City,W 20 P 01,354,94
St. Louis City,W 20 P 02,236,58
St. Louis City,W 20 P 03,493,93
St. Louis City,W 20 P 04,253,93
St. Louis City,W 20 P 05,478,106
St. Louis City,W 20 P 06,67,25
St. Louis City,W 20 P 07,144,34
St. Louis City,W 21 P 01,148,72
St. Louis City,W 21 P 02,277,129
St. Louis City,W 21 P 03,252,107
St. Louis City,W 21 P 04,340,114
St. Louis City,W 21 P 05,231,98
St. Louis City,W 21 P 06,308,132
St. Louis City,W 21 P 07,181,76
St. Louis City,W 21 P 08,225,88
St. Louis City,W 21 P 09,263,85
St. Louis City,W 22 P 01,149,32
St. Louis City,W 22 P 02,356,87
St. Louis City,W 22 P 03,421,100
St. Louis City,W 22 P 04,334,85
St. Louis City,W 22 P 05,255,69
St. Louis City,W 22 P 06,410,118
St. Louis City,W 22 P 07,151,41
St. Louis City,W 22 P 08,50,11
St. Louis City,W 23 P 01,825,217
St. Louis City,W 23 P 02,668,160
St. Louis City,W 23 P 03,427,114
St. Louis City,W 23 P 04,645,183
St. Louis City,W 23 P 05,532,126
St. Louis City,W 23 P 06,490,136
St. Louis City,W 23 P 07,568,139
St. Louis City,W 23 P 08,505,144
St. Louis City,W 23 P 09,138,54
St. Louis City,W 24 P 01,634,161
St. Louis City,W 24 P 02,432,106
St. Louis City,W 24 P 03,407,111
St. Louis City,W 24 P 04,608,155
St. Louis City,W 24 P 05,635,124
St. Louis City,W 24 P 06,690,158
St. Louis City,W 24 P 07,583,158
St. Louis City,W 24 P 08,222,54
St. Louis City,W 25 P 01,422,178
St. Louis City,W 25 P 02,543,177
St. Louis City,W 25 P 03,258,75
St. Louis City,W 25 P 04,513,174
St. Louis City,W 25 P 05,206,65
St. Louis City,W 25 P 06,5,0
St. Louis City,W 26 P 01,319,140
St. Louis City,W 26 P 02,205,93
St. Louis City,W 26 P 03,957,191
St. Louis City,W 26 P 04,500,163
St. Louis City,W 26 P 05,398,143
St. Louis City,W 26 P 06,442,173
St. Louis City,W 27 P 01,417,113
St. Louis City,W 27 P 02,239,68
St. Louis City,W 27 P 03,370,99
St. Louis City,W 27 P 04,252,66
St. Louis City,W 27 P 05,201,64
St. Louis City,W 27 P 06,402,95
St. Louis City,W 27 P 07,477,125
St. Louis City,W 27 P 08,231,97
St. Louis City,W 28 P 01,523,73
St. Louis City,W 28 P 02,286,53
St. Louis City,W 28 P 04,378,63
St. Louis City,W 28 P 05,484,110
St. Louis City,W 28 P 06,512,89
St. Louis City,W 28 P 07,428,53
St. Louis City,W 28 P 08,659,101
St. Louis City,W 28 P 09,350,65
St. Louis City,W 28 P 10,617,140
St. Louis City,W 28 P 11,342,60
St. Louis County,"AP1,2,7,43",467,279
St. Louis County,"AP3,27 NRW2,8,15,29",274,385
St. Louis County,AP4,97,63
St. Louis County,"AP5,18,21,39",449,246
St. Louis County,AP6,3,1
St. Louis County,"AP8,20",212,116
St. Louis County,"AP9,25",194,115
St. Louis County,AP10,309,175
St. Louis County,"AP11,24",333,179
St. Louis County,"AP12,32",503,280
St. Louis County,AP13,196,105
St. Louis County,"AP14,15,16 NOR26",732,371
St. Louis County,"AP17,23,26,42 NW14",804,467
St. Louis County,"AP19 NW5,17",428,257
St. Louis County,"AP22 MID7,22",375,216
St. Louis County,"AP28,47",353,198
St. Louis County,"AP29,31,33",462,261
St. Louis County,"AP30,35",61,42
St. Louis County,"AP34 FER1,26",419,309
St. Louis County,AP36,38,14
St. Louis County,AP37,115,66
St. Louis County,"AP38 NRW3,4",494,376
St. Louis County,"AP40,46 MID42,46,56",663,368
St. Louis County,AP41,267,138
St. Louis County,AP44,146,72
St. Louis County,"AP45,50,51 NOR20,21,24+",719,309
St. Louis County,AP48,39,34
St. Louis County,AP49,286,147
St. Louis County,"BON1,18",782,371
St. Louis County,"BON2,4",612,264
St. Louis County,"BON3,28,30,38",520,370
St. Louis County,"BON5,24,36",1199,562
St. Louis County,BON6,857,359
St. Louis County,BON7,155,104
St. Louis County,"BON8,22",649,272
St. Louis County,BON9,835,481
St. Louis County,BON10,530,401
St. Louis County,"BON11,33",623,285
St. Louis County,BON12,891,388
St. Louis County,"BON13,23,26,29",1094,478
St. Louis County,BON14,9,4
St. Louis County,BON15,636,415
St. Louis County,BON16,98,52
St. Louis County,BON17,173,135
St. Louis County,BON19 CLA15,705,313
St. Louis County,"BON20,35 GRA10,12",361,303
St. Louis County,BON21,402,330
St. Louis County,BON25,195,145
St. Louis County,"BON27,34",703,316
St. Louis County,BON31,416,210
St. Louis County,BON32,565,225
St. Louis County,"BON37,39",341,282
St. Louis County,"BON40 GRA2,9",366,251
St. Louis County,"CC1,10",700,292
St. Louis County,"CC2,7 MHT13,43",652,369
St. Louis County,"CC3,4,5",634,276
St. Louis County,"CC6,8",570,260
St. Louis County,"CC9,11,16",589,287
St. Louis County,"CC12,13,22,51 MID1,13,28+",911,239
St. Louis County,CC14,806,294
St. Louis County,CC15 CLA16,505,360
St. Louis County,"CC17,30,38 MID57,58",512,192
St. Louis County,"CC18, MID11",79,50
St. Louis County,"CC19,34",458,234
St. Louis County,"CC20,26 MHT54 MR2",527,410
St. Louis County,"CC21,28,59",225,127
St. Louis County,CC23,592,279
St. Louis County,CC24,47,35
St. Louis County,"CC25,29,40",277,180
St. Louis County,"CC27,39 MR31",521,277
St. Louis County,CC31,440,225
St. Louis County,"CC32,45,56",41,24
St. Louis County,"CC33,47,58",523,198
St. Louis County,CC35,432,176
St. Louis County,CC36,186,74
St. Louis County,CC37,61,27
St. Louis County,CC41,192,68
St. Louis County,CC42,517,185
St. Louis County,CC43 MID54,111,44
St. Louis County,CC44,516,192
St. Louis County,"CC46,52",359,160
St. Louis County,CC48,15,3
St. Louis County,"CC49 MHT50,53",703,466
St. Louis County,CC50,398,150
St. Louis County,CC53,620,296
St. Louis County,CC54,67,23
St. Louis County,CC55,204,103
St. Louis County,"CC57 MID24,26,52,59 MHT18",452,248
St. Louis County,CC60 MR39,189,170
St. Louis County,"CHE1,36,37",562,537
St. Louis County,"CHE2,28",580,547
St. Louis County,"CHE3,23",182,170
St. Louis County,"CHE4,9",511,433
St. Louis County,"CHE5,6,7,55",606,641
St. Louis County,"CHE8,33",556,554
St. Louis County,CHE10,273,257
St. Louis County,CHE11 WH27,482,469
St. Louis County,CHE12,202,129
St. Louis County,"CHE13,26",758,702
St. Louis County,CHE14,97,58
St. Louis County,"CHE15,16",721,569
St. Louis County,"CHE17,34,39 WH3",636,608
St. Louis County,"CHE18,30,56,57",627,485
St. Louis County,"CHE19,42",764,461
St. Louis County,"CHE20,24,25,29,35,47",739,649
St. Louis County,"CHE21,40 WH23",839,648
St. Louis County,CHE22,476,246
St. Louis County,"CHE27 WH4,10,12",463,375
St. Louis County,CHE31 LAF26,63,51
St. Louis County,"CHE32,52",22,18
St. Louis County,"CHE38,49,51 MER3",332,307
St. Louis County,CHE41,239,173
St. Louis County,"CHE43,46,54 MER2,4,5,35",509,539
St. Louis County,CHE44 LAF1,301,226
St. Louis County,CHE45 MHT16,176,144
St. Louis County,"CHE48,50",142,149
St. Louis County,CHE53,51,33
St. Louis County,CLA1,754,193
St. Louis County,"CLA2,8",619,177
St. Louis County,"CLA3,11,48",1305,457
St. Louis County,CLA4,269,89
St. Louis County,CLA5,347,98
St. Louis County,CLA6,554,270
St. Louis County,CLA7,230,103
St. Louis County,"CLA9,17,27",407,116
St. Louis County,"CLA10,38,39",513,240
St. Louis County,"CLA12,26",193,126
St. Louis County,"CLA13,14",525,335
St. Louis County,"CLA18,37",399,270
St. Louis County,"CLA19,20",476,218
St. Louis County,CLA21,468,139
St. Louis County,"CLA22,51",747,257
St. Louis County,CLA23,664,281
St. Louis County,CLA24,168,121
St. Louis County,"CLA25,34,36,49",204,199
St. Louis County,"CLA28,47",232,99
St. Louis County,CLA29,37,10
St. Louis County,CLA30,301,127
St. Louis County,CLA31,326,119
St. Louis County,CLA32,235,142
St. Louis County,CLA33,146,112
St. Louis County,CLA35,490,252
St. Louis County,CLA40,268,201
St. Louis County,CLA41,199,103
St. Louis County,"CLA42,45 JEF1",537,415
St. Louis County,CLA43,277,96
St. Louis County,CLA44,202,60
St. Louis County,CLA46,645,280
St. Louis County,CLA50,344,141
St. Louis County,CON1 GRA31,485,406
St. Louis County,CON2 GRA40,481,270
St. Louis County,"CON3,41 TSF14",583,419
St. Louis County,CON4,644,324
St. Louis County,CON5 GRA42,701,418
St. Louis County,CON6,12,10
St. Louis County,"CON7,19,20,50,51",417,210
St. Louis County,"CON8,10",823,424
St. Louis County,"CON9,23",520,251
St. Louis County,"CON11,12,16,29",373,256
St. Louis County,"CON13,47,49,52",837,435
St. Louis County,"CON14,33,39",144,93
St. Louis County,CON15,52,34
St. Louis County,CON17 GRA33,467,271
St. Louis County,CON18,359,263
St. Louis County,"CON21,22",537,286
St. Louis County,"CON24,44",211,180
St. Louis County,"CON25,31,48",630,502
St. Louis County,"CON26,36,37,38",463,232
St. Louis County,CON27,573,308
St. Louis County,CON28,151,77
St. Louis County,"CON30,42",739,397
St. Louis County,CON32,193,122
St. Louis County,CON34,143,78
St. Louis County,CON35,116,52
St. Louis County,CON40,150,111
St. Louis County,CON43,453,317
St. Louis County,CON45,145,64
St. Louis County,CON46,203,146
St. Louis County,"FER2,4,6,7,25",442,370
St. Louis County,"FER3,13,15,24,44",555,588
St. Louis County,FER5,462,257
St. Louis County,FER8,163,236
St. Louis County,"FER9,10,28,39 NRW9,26",394,384
St. Louis County,FER11,94,86
St. Louis County,"FER12,20,31,32",492,399
St. Louis County,"FER14,43",169,185
St. Louis County,FER16 FLO4,574,503
St. Louis County,"FER17,18,19",507,624
St. Louis County,"FER21,34,35",604,446
St. Louis County,FER22,461,507
St. Louis County,FER23,135,129
St. Louis County,"FER27,41 NRW39",410,305
St. Louis County,"FER29 SPL9,12,20,26",712,674
St. Louis County,FER30,166,125
St. Louis County,"FER33,38",541,377
St. Louis County,FER36,85,61
St. Louis County,"FER37,40",645,674
St. Louis County,FER42,337,307
St. Louis County,FER45,15,16
St. Louis County,FER46,7,9
St. Louis County,"FLO1 LC7,20",496,302
St. Louis County,"FLO2,5,11",639,455
St. Louis County,FLO3,601,440
St. Louis County,FLO6,223,313
St. Louis County,FLO7,135,68
St. Louis County,"FLO8,30",699,454
St. Louis County,FLO9,424,342
St. Louis County,FLO10,7,1
St. Louis County,FLO12,353,219
St. Louis County,FLO13,126,104
St. Louis County,"FLO14,16",801,474
St. Louis County,"FLO15 LC10,33",463,371
St. Louis County,FLO17 SPL18,588,530
St. Louis County,"FLO18,23",518,404
St. Louis County,"FLO19,24",552,540
St. Louis County,FLO20,150,84
St. Louis County,"FLO21,27",385,243
St. Louis County,"FLO22,29",394,296
St. Louis County,"FLO25 LC18,27",40,23
St. Louis County,"FLO26,28",335,242
St. Louis County,FLO31,485,296
St. Louis County,"GRA1,20",187,98
St. Louis County,"GRA3,8",157,77
St. Louis County,GRA4,500,266
St. Louis County,"GRA5,46",939,515
St. Louis County,"GRA6,27",717,294
St. Louis County,GRA7,186,80
St. Louis County,GRA11,241,152
St. Louis County,"GRA13,17",532,255
St. Louis County,"GRA14,41",360,250
St. Louis County,GRA15,597,354
St. Louis County,GRA16,643,317
St. Louis County,GRA18,535,261
St. Louis County,GRA19,601,335
St. Louis County,GRA21,198,94
St. Louis County,"GRA22,39",887,417
St. Louis County,"GRA23,30,34",32,29
St. Louis County,"GRA24,43,44,45",377,240
St. Louis County,GRA25,318,147
St. Louis County,GRA26,444,209
St. Louis County,"GRA28,29,32",898,506
St. Louis County,GRA35,63,23
St. Louis County,"GRA36,38",261,136
St. Louis County,GRA37,277,199
St. Louis County,GRA47,110,92
St. Louis County,HAD1,1234,398
St. Louis County,"HAD2,30",732,266
St. Louis County,"HAD3,19",232,72
St. Louis County,HAD4,678,59
St. Louis County,HAD5,207,71
St. Louis County,"HAD6,7,24",660,264
St. Louis County,HAD8,464,63
St. Louis County,HAD9,558,111
St. Louis County,"HAD10,11",700,83
St. Louis County,HAD12,693,239
St. Louis County,"HAD13,20",310,58
St. Louis County,HAD14,455,108
St. Louis County,HAD15,572,147
St. Louis County,"HAD16,34",822,253
St. Louis County,"HAD17,18",206,14
St. Louis County,"HAD21,26",678,281
St. Louis County,"HAD22,23",423,120
St. Louis County,"HAD25,27",547,199
St. Louis County,"HAD28,29",709,198
St. Louis County,"HAD31 JEF9,11,15",959,407
St. Louis County,HAD32,844,241
St. Louis County,HAD33,990,311
St. Louis County,HAD35 UNV20,105,37
St. Louis County,"JEF2,37",787,393
St. Louis County,"JEF3,4",550,196
St. Louis County,JEF5,402,197
St. Louis County,"JEF6,8,29",951,383
St. Louis County,JEF7,148,37
St. Louis County,JEF10,746,283
St. Louis County,JEF12,182,43
St. Louis County,JEF13,305,81
St. Louis County,JEF14,1316,318
St. Louis County,JEF16,339,187
St. Louis County,JEF17,573,185
St. Louis County,"JEF18,24",1024,308
St. Louis County,"JEF19,31",1235,436
St. Louis County,JEF20,294,112
St. Louis County,JEF21,631,187
St. Louis County,JEF22,263,100
St. Louis County,"JEF23,30",1070,289
St. Louis County,JEF25,128,49
St. Louis County,JEF26,147,74
St. Louis County,JEF27,787,275
St. Louis County,JEF28,85,30
St. Louis County,JEF32,746,377
St. Louis County,JEF33,67,28
St. Louis County,"JEF34,35,36",760,379
St. Louis County,LAF2 MR14,657,455
St. Louis County,LAF3,42,29
St. Louis County,LAF4,570,362
St. Louis County,"LAF5,21",598,391
St. Louis County,LAF6,376,256
St. Louis County,"LAF7,28,34",360,336
St. Louis County,"LAF8,11",596,485
St. Louis County,LAF9,508,438
St. Louis County,LAF10,50,60
St. Louis County,LAF12,294,171
St. Louis County,"LAF13,38",460,327
St. Louis County,"LAF14,33",531,439
St. Louis County,LAF15,108,100
St. Louis County,LAF16,218,142
St. Louis County,"LAF17,18",574,454
St. Louis County,"LAF19,23,24",722,513
St. Louis County,LAF20,67,45
St. Louis County,"LAF22,37,40,41",709,621
St. Louis County,LAF25,615,389
St. Louis County,LAF27 WH30,170,137
St. Louis County,LAF29,449,307
St. Louis County,LAF30,425,233
St. Louis County,LAF31,361,246
St. Louis County,LAF32,373,284
St. Louis County,LAF35,78,101
St. Louis County,LAF36,157,133
St. Louis County,LAF39,474,381
St. Louis County,LAF42,77,50
St. Louis County,LAF43,90,60
St. Louis County,"LAF44,45",47,37
St. Louis County,"LAF46 MR3,4",773,592
St. Louis County,"LC1 NW6,15",351,203
St. Louis County,"LC2,3",448,368
St. Louis County,LC4 NW10,496,297
St. Louis County,LC5,469,331
St. Louis County,"LC6,9",555,390
St. Louis County,"LC8,25,31",515,495
St. Louis County,"LC11,13,23",551,370
St. Louis County,"LC12,32",596,314
St. Louis County,LC14,430,367
St. Louis County,LC15,446,326
St. Louis County,LC16,11,7
St. Louis County,"LC17,22",917,737
St. Louis County,LC19,14,8
St. Louis County,LC21,641,533
St. Louis County,"LC24,29 NW7",521,346
St. Louis County,LC26 SPL6,718,438
St. Louis County,LC28,364,217
St. Louis County,LC30 SPL8,600,662
St. Louis County,LEM1,412,282
St. Louis County,LEM2,524,291
St. Louis County,"LEM3,16,32,33 OAK12 TSF7",1146,776
St. Louis County,"LEM4,6",168,114
St. Louis County,"LEM5,30",593,319
St. Louis County,LEM7,432,221
St. Louis County,LEM8,323,155
St. Louis County,"LEM9,17",574,346
St. Louis County,"LEM10,25,26,27,28",505,270
St. Louis County,"LEM11,12,18,19,20",458,248
St. Louis County,LEM13,533,315
St. Louis County,LEM14,79,54
St. Louis County,LEM15,616,377
St. Louis County,LEM21,404,225
St. Louis County,"LEM22,24",846,567
St. Louis County,"LEM23,31",565,406
St. Louis County,LEM29,42,21
St. Louis County,"MER1,15",34,47
St. Louis County,MER6,119,93
St. Louis County,"MER7,9,13,14,16,18,19,20+",1509,1261
St. Louis County,"MER8,10,11 WH37",671,678
St. Louis County,"MER12,33",469,407
St. Louis County,MER17,648,465
St. Louis County,"MER21,36 WH1,39,42,47",633,484
St. Louis County,"MER22,30",628,523
St. Louis County,MER23,752,543
St. Louis County,MER24,827,601
St. Louis County,"MER25,26",554,389
St. Louis County,"MER27,34 WH45",866,611
St. Louis County,MER28,11,9
St. Louis County,MER29 QUE19,636,416
St. Louis County,MER31,2,3
St. Louis County,MER32,174,136
St. Louis County,"MER37,38",722,568
St. Louis County,MER40,6,10
St. Louis County,MER41 WH33,343,217
St. Louis County,MER42,599,449
St. Louis County,MER43,166,101
St. Louis County,MER44,0,0
St. Louis County,MER45,228,171
St. Louis County,MHT1,172,82
St. Louis County,MHT2,340,198
St. Louis County,MHT3,319,179
St. Louis County,MHT4,320,194
St. Louis County,MHT5,445,247
St. Louis County,"MHT6,49",208,96
St. Louis County,MHT7,30,21
St. Louis County,"MHT8,28",294,129
St. Louis County,MHT9,650,349
St. Louis County,"MHT10,11,21,22,25,31,33+",1334,677
St. Louis County,"MHT12,15 NW33,38",963,544
St. Louis County,MHT14,540,246
St. Louis County,MHT17,4,2
St. Louis County,MHT19,539,289
St. Louis County,MHT20,490,247
St. Louis County,MHT23,431,199
St. Louis County,MHT24,144,68
St. Louis County,MHT26,119,91
St. Louis County,MHT27,164,151
St. Louis County,"MHT29,41,48",263,121
St. Louis County,"MHT30,36,37,38,42,45,47+",757,372
St. Louis County,"MHT32,57",247,128
St. Louis County,MHT34,784,388
St. Louis County,"MHT35,51,55",350,317
St. Louis County,"MHT39 MR52,55",430,288
St. Louis County,MHT46 NW29,157,65
St. Louis County,MHT56,201,138
St. Louis County,"MID2,31",613,317
St. Louis County,MID3,155,85
St. Louis County,"MID4,53",425,272
St. Louis County,"MID5,8,19",666,370
St. Louis County,"MID6,43",595,325
St. Louis County,"MID9,23,27",601,363
St. Louis County,"MID10,18,55,60 UNV3",350,178
St. Louis County,MID12,331,165
St. Louis County,MID14 NOR23,479,219
St. Louis County,MID15 NOR25,379,171
St. Louis County,"MID16,41",602,253
St. Louis County,"MID17,29,34,37,44,45,49+",1118,296
St. Louis County,MID20,8,2
St. Louis County,"MID21,47",285,129
St. Louis County,"MID25,30,32,38 NOR28,54",267,167
St. Louis County,"MID33,61",182,110
St. Louis County,MID35,240,157
St. Louis County,"MID36,48",226,82
St. Louis County,MID50,47,25
St. Louis County,"MR1,11",378,295
St. Louis County,"MR5,28",422,281
St. Louis County,"MR6,37,49",564,543
St. Louis County,MR7,243,166
St. Louis County,"MR8,12,15,24,33,41,47,54",797,594
St. Louis County,MR9,38,24
St. Louis County,MR10,216,134
St. Louis County,MR13,148,89
St. Louis County,MR16,406,298
St. Louis County,MR17,34,7
St. Louis County,MR18,501,341
St. Louis County,"MR19,22",758,437
St. Louis County,MR20,10,8
St. Louis County,"MR21,57",216,145
St. Louis County,MR23,170,86
St. Louis County,"MR25,44",740,550
St. Louis County,"MR26,36",509,365
St. Louis County,MR27,875,621
St. Louis County,"MR29,43",461,371
St. Louis County,"MR30,35",694,351
St. Louis County,MR32,51,47
St. Louis County,MR34,209,140
St. Louis County,MR38,266,203
St. Louis County,"MR40,42,46",437,226
St. Louis County,"MR45,48",276,234
St. Louis County,MR50,178,111
St. Louis County,MR51,365,295
St. Louis County,MR53,91,76
St. Louis County,MR56,27,13
St. Louis County,MR58,565,341
St. Louis County,MR59,46,30
St. Louis County,"NOR1,2",255,162
St. Louis County,NOR3 UNV21,281,136
St. Louis County,"NOR4,10",356,106
St. Louis County,"NOR5,29",591,233
St. Louis County,"NOR6,7",554,236
St. Louis County,"NOR8,22,33",135,61
St. Louis County,"NOR9,37",296,179
St. Louis County,"NOR11,39,40,42",624,225
St. Louis County,"NOR12,13,17,18",487,223
St. Louis County,"NOR14,16,30,50",818,249
St. Louis County,"NOR15,35,49,55",602,254
St. Louis County,"NOR19,34 NRW50,51",217,278
St. Louis County,"NOR27,53",127,77
St. Louis County,NOR31,36,25
St. Louis County,"NOR32,46,47",96,50
St. Louis County,NOR36,138,74
St. Louis County,NOR41,110,74
St. Louis County,"NOR43,52",42,32
St. Louis County,"NOR44 NRW35,40,41,47,49",509,543
St. Louis County,"NOR45,48,51",531,260
St. Louis County,"NRW1,27,30,31,36",261,244
St. Louis County,"NRW5,6",312,200
St. Louis County,"NRW7,17",485,424
St. Louis County,NRW10,149,175
St. Louis County,"NRW11,13",304,288
St. Louis County,"NRW12,20,24,33,37",217,197
St. Louis County,"NRW14,23,34,52",263,253
St. Louis County,"NRW16,22,44,45",161,129
St. Louis County,NRW18,133,129
St. Louis County,NRW19,362,252
St. Louis County,NRW21,510,188
St. Louis County,NRW25,202,141
St. Louis County,NRW28,79,58
St. Louis County,"NRW32,48",308,194
St. Louis County,NRW38,59,48
St. Louis County,NRW42,214,194
St. Louis County,NRW43 SF22,232,223
St. Louis County,NRW46,141,97
St. Louis County,NW1,679,333
St. Louis County,NW2,476,336
St. Louis County,"NW3,16",326,195
St. Louis County,"NW4,8",494,301
St. Louis County,"NW9,22,46",596,400
St. Louis County,"NW11,20,47",668,361
St. Louis County,NW12,276,170
St. Louis County,NW13,398,188
St. Louis County,"NW18,24,25,30,44",370,269
St. Louis County,"NW19,21,35",616,282
St. Louis County,"NW23,34",469,338
St. Louis County,"NW26,43",110,59
St. Louis County,"NW27,28",26,19
St. Louis County,"NW31,37",317,185
St. Louis County,NW32,178,81
St. Louis County,"NW36,42,50",136,88
St. Louis County,"NW39,51",320,193
St. Louis County,NW40,428,276
St. Louis County,"NW41,48",697,376
St. Louis County,NW45,51,25
St. Louis County,NW49,465,277
St. Louis County,NW52,6,5
St. Louis County,"OAK1,6",515,342
St. Louis County,"OAK2,27",684,497
St. Louis County,"OAK3,23,29",665,429
St. Louis County,"OAK4,18,25 TSF4",673,503
St. Louis County,"OAK5,11,16",1051,717
St. Louis County,"OAK7,21",977,739
St. Louis County,"OAK8,22",747,556
St. Louis County,"OAK9,24",687,540
St. Louis County,OAK10,465,398
St. Louis County,OAK13,633,479
St. Louis County,OAK14,179,121
St. Louis County,OAK15,894,740
St. Louis County,"OAK17,20,26",972,687
St. Louis County,OAK19,831,611
St. Louis County,OAK28,89,67
St. Louis County,QUE1,397,176
St. Louis County,"QUE2,3",198,113
St. Louis County,QUE4,212,130
St. Louis County,QUE5,181,124
St. Louis County,QUE6,329,239
St. Louis County,QUE7,359,178
St. Louis County,QUE8,141,75
St. Louis County,QUE9,185,106
St. Louis County,"QUE10,44",538,378
St. Louis County,"QUE11,36",259,157
St. Louis County,QUE12,226,137
St. Louis County,"QUE13,15,24,41,43",1000,597
St. Louis County,"QUE14,22",464,284
St. Louis County,QUE16,190,99
St. Louis County,"QUE17,40,42,50",538,298
St. Louis County,"QUE18,30",412,268
St. Louis County,QUE20,7,2
St. Louis County,"QUE21,33",226,139
St. Louis County,QUE23,349,227
St. Louis County,"QUE25,28,34,38",476,274
St. Louis County,"QUE26,27",175,145
St. Louis County,QUE29,583,373
St. Louis County,QUE31,311,185
St. Louis County,QUE32,110,83
St. Louis County,QUE35,276,162
St. Louis County,QUE37,535,307
St. Louis County,QUE39,453,252
St. Louis County,QUE45 WH41,276,163
St. Louis County,QUE46,82,36
St. Louis County,"QUE47,48",41,16
St. Louis County,QUE49,87,53
St. Louis County,"SF1,2",388,451
St. Louis County,SF3,134,155
St. Louis County,SF4,224,310
St. Louis County,"SF5,8,12,19,28",242,319
St. Louis County,"SF6,9",459,329
St. Louis County,"SF7,33",489,327
St. Louis County,SF10,319,277
St. Louis County,"SF11,17,21,27",259,241
St. Louis County,"SF13,14",621,471
St. Louis County,"SF15,16",599,403
St. Louis County,"SF18,26",299,336
St. Louis County,SF20 SPL5,493,445
St. Louis County,"SF23,29",273,191
St. Louis County,SF24,77,59
St. Louis County,"SF25,35",343,315
St. Louis County,SF30,11,12
St. Louis County,SF31,64,32
St. Louis County,SF32,308,174
St. Louis County,SF34,10,7
St. Louis County,SPL1,495,534
St. Louis County,"SPL2,25",696,362
St. Louis County,SPL3,564,406
St. Louis County,SPL4,345,280
St. Louis County,SPL7,654,395
St. Louis County,"SPL10,27",448,368
St. Louis County,SPL11,795,464
St. Louis County,SPL13,560,417
St. Louis County,"SPL14,24",654,594
St. Louis County,"SPL15,21,22",946,772
St. Louis County,SPL16,280,195
St. Louis County,"SPL17,23",553,489
St. Louis County,SPL19,125,72
St. Louis County,SPL28,411,289
St. Louis County,"TSF1,5",76,73
St. Louis County,TSF2,506,280
St. Louis County,TSF3,774,549
St. Louis County,TSF6,448,369
St. Louis County,TSF8,353,281
St. Louis County,"TSF9,20",744,524
St. Louis County,TSF10,83,83
St. Louis County,"TSF11,12",822,505
St. Louis County,"TSF13,17",746,508
St. Louis County,TSF15,423,272
St. Louis County,TSF16,782,518
St. Louis County,TSF18,480,294
St. Louis County,TSF19,578,375
St. Louis County,TSF21,486,318
St. Louis County,TSF22,393,294
St. Louis County,TSF23,220,170
St. Louis County,TSF24,686,413
St. Louis County,"TSF25,26",691,536
St. Louis County,TSF27,112,75
St. Louis County,"UNV1,10,17",512,371
St. Louis County,"UNV2,36",454,291
St. Louis County,UNV4,604,129
St. Louis County,"UNV5,6,7,8,9,11,12,13",273,217
St. Louis County,UNV14,484,293
St. Louis County,"UNV15,16",478,333
St. Louis County,"UNV18,19",563,168
St. Louis County,UNV22,13,6
St. Louis County,UNV23,788,214
St. Louis County,UNV24,411,152
St. Louis County,"UNV25,26",572,257
St. Louis County,UNV27,560,281
St. Louis County,"UNV28,34",386,151
St. Louis County,UNV29,526,192
St. Louis County,"UNV30,45",232,167
St. Louis County,UNV31,448,154
St. Louis County,UNV32,83,33
St. Louis County,"UNV33,39,40",738,263
St. Louis County,"UNV35,38,42",627,356
St. Louis County,UNV37,206,112
St. Louis County,UNV41,327,75
St. Louis County,UNV43,196,57
St. Louis County,UNV44,4,6
St. Louis County,"WH2,5,7,26,28",376,377
St. Louis County,"WH6,40,46",602,502
St. Louis County,"WH8,36",623,477
St. Louis County,WH9,777,727
St. Louis County,WH11,312,213
St. Louis County,"WH13,21",778,629
St. Louis County,"WH14,16",169,123
St. Louis County,"WH15,24",470,285
St. Louis County,"WH17,18",181,127
St. Louis County,"WH19,20,22",775,579
St. Louis County,WH25,362,378
St. Louis County,WH29,94,71
St. Louis County,WH31,396,290
St. Louis County,"WH32,38,44",124,90
St. Louis County,"WH34,43",831,622
St. Louis County,WH35,208,197
St. Louis County,INTRASTATE01,5,4
St. Louis County,INTRASTATE02,3,4
Ste. Genevieve,BLOOMSDALE,280,152
Ste. Genevieve,CHESTNUT RIDGE,213,149
Ste. Genevieve,COFFMAN,153,129
Ste. Genevieve,KINSEY,492,363
Ste. Genevieve,NEW OFFENBERG,542,352
Ste. Genevieve,OZORA,261,208
Ste. Genevieve,ST MARY,104,75
Ste. Genevieve,NORTH,428,206
Ste. Genevieve,SOUTH,545,299
Ste. Genevieve,COMMUNITY CENTER,283,179
Ste. Genevieve,SALEM,262,187
Ste. Genevieve,ZELL,572,278
Ste. Genevieve,ABSENTEE,276,170
Stoddard,BLOOMFIELD RURAL,518,631
Stoddard,VINSON,44,49
